9.5012,2.12908
7.66169,2.64236
5.90316,5.01558
6.63665,4.39151
9.37859,3.34572
5.86234,1.84973
2.48871,2.38636
9.57429,4.64661
6.13158,2.99095
7.81962,6.75751
0.507091,5.77793
1.10462,2.33648
6.90537,2.11238
9.85757,2.33192
0.690102,2.98787
1.53037,2.41027
5.59099,0.0718254
6.39556,0.346798
1.95918,0.435192
8.34286,9.03966
5.14381,7.13784
2.56999,5.89569
2.83488,8.61773
8.66692,3.69416
8.8007,4.85542
2.2696,8.51546
7.86913,7.461
6.37745,4.39273
4.15538,7.31074
7.94143,0.881882
0.618588,7.8761
2.43798,5.54442
6.79631,1.12099
8.28877,4.8326
1.84288,0.556625
0.0851848,2.36287
4.54686,8.50995
6.14371,5.05013
5.44347,4.93793
9.64998,4.8472
0.666839,6.10828
5.0477,1.99905
6.78626,0.712939
7.02597,5.97537
6.08759,2.98883
1.74914,7.49729
1.01172,2.17714
9.00003,8.23198
4.66563,7.75385
8.22702,1.10055
9.50965,8.86875
5.35487,2.00344
9.90768,9.46402
0.551743,3.60026
3.32257,7.17061
8.62448,4.17685
8.05738,0.328521
6.49508,5.80798
1.7098,0.00513979
5.37366,2.26828
7.35286,0.34319
3.03386,7.05911
1.62528,0.344947
6.47157,5.58101
2.42759,1.58394
9.73278,9.13434
2.6029,9.0899
7.21626,5.76907
8.89597,6.01879
5.8693,7.40199
0.916621,1.53625
9.3386,7.53399
6.79163,1.96112
9.41953,7.19131
6.54713,9.49563
4.69723,3.15965
4.9762,6.39311
9.75375,0.164439
1.09263,9.96653
9.83808,5.24321
6.52637,3.72968
5.91949,3.99246
7.77,4.56303
4.60869,8.77182
8.60197,6.28822
6.72124,5.89463
9.80049,3.79138
5.49148,0.178944
6.91716,5.5378
6.90047,3.28403
9.45234,8.87453
8.64425,9.1373
0.131654,1.58433
1.19239,6.6988
1.15567,8.87881
2.14713,5.57296
2.13242,9.14213
1.74148,9.2238
1.46225,1.75234
4.65488,8.27063
