175,316
178,316
49,313
136,313
154,313
157,313
172,313
181,313
52,310
145,310
154,310
175,310
178,310
181,310
199,310
130,307
148,307
214,307
106,304
112,304
154,304
157,304
166,304
202,304
217,304
229,304
91,301
94,301
112,301
118,301
202,301
211,301
220,301
226,301
235,301
85,298
91,298
100,298
121,298
88,295
97,295
100,295
109,295
214,295
223,295
226,295
94,292
106,292
223,292
229,292
79,289
94,289
109,289
232,289
241,289
82,280
241,280
259,280
280,280
61,277
79,277
280,277
64,274
76,274
79,274
241,274
259,274
58,271
259,271
58,268
145,268
265,268
199,265
262,265
268,265
52,262
55,262
82,262
85,262
166,262
196,262
262,262
265,262
49,259
58,259
82,259
169,259
46,256
166,256
271,256
283,256
37,253
52,253
163,253
268,253
274,253
280,253
34,250
46,250
49,250
55,250
277,250
31,247
46,247
274,247
280,247
292,247
31,244
34,244
46,244
274,244
277,244
283,244
289,244
292,244
43,241
46,241
274,241
277,241
280,241
286,241
295,241
31,238
40,238
289,238
28,235
37,235
91,235
286,235
289,235
295,235
94,232
289,232
292,232
298,232
28,229
91,229
286,229
295,229
25,226
94,226
106,226
109,226
112,226
235,226
112,223
232,223
25,220
28,220
31,220
34,220
121,220
232,220
235,220
298,220
301,220
28,217
232,217
235,217
295,217
301,217
22,214
25,214
28,214
244,214
298,214
304,214
295,211
22,205
22,202
49,202
232,202
301,202
16,199
22,199
19,196
307,196
277,193
304,193
310,193
10,190
127,184
130,184
127,181
130,181
316,181
10,178
19,178
19,175
316,175
304,166
316,166
4,163
67,163
70,163
310,160
310,157
313,157
13,154
4,151
13,148
16,148
316,148
10,145
313,145
313,142
13,139
316,136
16,133
16,130
307,130
301,127
310,127
13,124
22,124
25,124
304,124
19,121
22,121
121,121
301,121
313,121
19,118
22,118
310,118
25,115
94,115
16,112
22,112
28,112
211,112
301,112
304,112
13,109
16,109
94,109
298,109
301,109
313,109
70,106
112,106
304,106
22,103
28,103
31,103
73,103
109,103
124,103
127,103
130,103
232,103
289,103
28,100
37,100
109,100
124,100
214,100
301,100
31,97
106,97
193,97
211,97
304,97
22,94
25,94
112,94
160,94
169,94
175,94
208,94
211,94
289,94
115,91
127,91
139,91
142,91
157,91
169,91
172,91
208,91
13,88
112,88
115,88
124,88
157,88
202,88
10,85
43,85
115,85
118,85
163,85
169,85
184,85
202,85
40,82
133,82
157,82
160,82
166,82
175,82
190,82
277,82
289,82
133,79
136,79
139,79
151,79
178,79
184,79
193,79
280,79
286,79
130,76
136,76
154,76
157,76
175,76
178,76
187,76
43,73
115,73
133,73
136,73
181,73
187,73
43,70
118,70
148,70
151,70
160,70
166,70
196,70
280,70
283,70
37,67
55,67
151,67
157,67
160,67
172,67
274,67
49,64
52,64
286,64
52,61
265,61
43,58
49,58
58,58
262,58
271,58
61,55
64,55
115,55
118,55
265,55
271,55
259,52
262,52
271,52
67,49
73,49
259,49
262,49
268,49
70,46
256,46
259,46
247,43
259,43
82,40
244,40
319,40
73,37
79,37
238,37
241,37
244,37
250,37
259,37
316,37
73,34
97,34
100,34
220,34
235,34
76,31
226,31
232,31
241,31
319,31
85,28
88,28
205,28
223,28
238,28
88,25
94,25
109,25
214,25
217,25
229,25
106,22
112,22
115,22
118,22
121,22
133,22
163,22
199,22
202,22
214,22
226,22
319,22
100,19
103,19
112,19
133,19
163,19
166,19
190,19
202,19
211,19
214,19
217,19
220,19
103,16
133,16
166,16
169,16
199,16
85,13
88,13
121,13
130,13
136,13
145,13
148,13
196,13
208,13
133,10
145,10
175,10
205,10
130,7
148,7
163,7
172,7
160,4
166,4
